Blog Post,Author Number
"Weird as it is, my parents like Pink Floyd.",43
"Taking the train, you see stuff. The stuff no one cares about. Like the backs of buildings. For even if the front facade is awe-inspiring, the back is allowed to have peeling paint and dingy garbage containers in plain sight. Because no one - no one of import, at least - ever sees the back, so why should it matter? It's like you're traveling beneath the skin of civilization. But not only the stores, the houses also. No one in their right mind would allow their multi-million dollar estate to abut the  train tracks , not without a thick stand of trees at the very least. And then it's only with the wind's cooperation that you might - might - get a brief glimpse of the people who live in the Main Line.  The Main Line. The Main Line  of the Pennsylvania Railroad , the path taken by the very first proponents of ""white flight"".   Anyways, that aside, I saw a neat advertisement today, sponsored by  urlLink BarnesWatch .  It went a little something like this:  ""If there were other places like the Barnes, dispensing with it would not be tragic. But one minus one is zero."" - The New Yorker, 12 Feburary 2004",43
"urlLink ""An article published last year in The International Journal of Impotence Research...""    What?!  We have a journal - and an international one at that - devoted to Impotence Research? And see, I can't even use the stupid Americans excuse, it's international. Men, are terrible things sometimes. There we go, that's a good excuse too.  Okay ta ta.",43
"""'People will come into my office in tears and say they've been against abortion their whole lives,' he said, 'but they'll make an exception for themselves.'""",43
"So today was the very first day of freedom, and we celebrated by going once again to Philadelphia. Except this time there were  fourteen of us. Thankfully, no drama really occurred, although it could have. And for that, I'm thankful. In all, it was fun; I enjoyed it immensely, although I doubt I'll ever have the patience to organise another outing quite this large.  The sectionalism wasn't as bad as it could have been, but even so I may have to start organising things by cliche. But that's giving in. And giving in is bad.  Anyways,  I miss Greg, in a way.  I think another something is in order, before I head off to Governor's School. Which gives me eight days. Hm.",43
"""'There also is this American way of suing if you have an opinion that doesn't suit, let's say, the owner of a work of art. At that moment, science stops. It's like Galileo, when he said the world moves around the sun, and he was sentenced for saying so.'""",43
"""All eight leaders at the event have been supplied with their own vehicle, painted in their national colours... But although he has used his frequently, Mr Bush's attempts to establish his green credentials have been slightly undermined by secret service agents following him everywhere in powerful black SUVs. """,43
"I updated the sidebar.  Note that the artists in the sidebar are just a few of my choice. They kind of go together but are by no means all that I listen to. Hell, there's no rock in there, which is a pity. But it has to stay that way for stylistic purposes.",43
"Still in that creepy, light-hearted mood since who-knows-when. Must be something in the water, because I doubt both ""the first thing"" and getting an iPod can keep someone bemused for this long. I bet you they're lacing the drinking water with something. No, that wouldn't affect me, as I drink mostly orange and cranberry juice. Perhaps it's something in the air?  Or maybe it  is  the residual effect from those first two things which accounts for a third of the giddiness and the fact that school is almost over which accounts for the rest. It's logical and doesn't require any conspiracy theories. Good, we'll leave it at that.  I'm in such a good mood I think I'll keep writing. On what subject I hardly know, but if I continue writing I'm sure something interesting will present itself. You know, jump out of a dark corner of my mind, dressed in drag, and scream ""Voila! I present myself!"" at the top of its lungs.  Europe. I would like to go one of these days, do one of those three-month sojourns with a couple friends. That ought to be nice. Too bad airfare is 800$ or so at the cheapest (and that's to London, not  pah-ree ) with a Eurail pass at about the same price. Then there's shelter and food to worry about, although that isn't as hard to do. Who knows, it could be interesting.  Enough musing about plans that may never coalesce. I want something tangible and exciting to happen. Right now. Not literally, but something soon.  I think I hit upon the source of that nagging feeling. I need something exciting to happen. Not necessarily to me, just to happen. But what the hell constitutes exciting? Maybe it's just the sudden death of my social life as finals approach. Not that I care, although everyone else seems to. I need to get some totally apathetic people together this weekend and go do something. Something exciting, of course. Not super-exciting, involving fast cars, alcohol, sex, and death, but amusing nonetheless. I'm sure that at this moment I'm so interaction-hungry a sedate evening at Starbucks would pass as ""exciting"".  Sounds like a plan.",43
"""Randall Terry, the one-time antiabortion zealot who took on antihomosexuality as his new cause after his own church disowned him for getting divorced.""",43
"And 19 June 2004, this blog turns one. Just thought you should know that.",43
"Well I got my iPod, with an iTrip and remote and all that good stuff. I'm amazed, the radio transmitter really does work. And well. Well, well enough to listen to on the main stereo system without noticeable static. And that's good enough for me.  Anyways, I'm happy. And only from this thing, because that other thing kind of wore off. Sad, I know. But whatever; it's not like anything would have come out of that other thing anyways.",43
"A friend's website.  On a different note, I got a new quote-of-the-whenever:  ""I'd do --- in a heartbeat. Hell, even if we happened to be standing, on stage, at the Republican National Convention, I'd do ---. In a heartbeat, you hear?""",43
"That's what today was. It started out as shit, but because of a lot of big and small things, it got infinitely better.  This morning sucked, frankly. I was ready to shoot someone, anyone, by the time I stepped off the bus this morning. Not only was it crowded as always, but the only convenient seat was next to our bus' resident hick. You know, the NASCAR-cap, hunting-clothes, American-flag type. The fucker doesn't even pretend to see me as I ask him - nicely, mind you - to move over.  Dammit people, this is the  Main Line : we're all supposed to be in nice cars and nice clothes and at the very least above whatever IQ is needed for the basic bodily functions. The plain and unfortunate truth is that money can buy a lot of intangible things. Happiness, yes, to a point. Love, from Russia, I'm sure. Intelligence, I used to think so. Since when did we have to deal with rednecks?  And then, when I sit down in my seat, I sneeze. One of those gross, icky sneezes. Ugh. But as I'm getting off the bus, Erin, with her impeccable timing, is also getting off hers. Damn it was a relief to see a face I know and love. That in itself was enough to reset the day-counter back to zero from the negative-whatever it was on the bus. And then there was Vanessa and her photo. We all know what I'm talking about, no? And if you don't, well I'm not at liberty to explain. All you have to know was,  that  made my day.  Oh yeah, somewhere along the way I got an award for French for something. I guess that makes a small plus to my day-counter.  The other big thing today was Julie's remark, which I swore was made only as a gesture - you know, one of those phrases that pops out of your mouth, without your even realizing it, which is designed to do little more than allay the fear and worries and frustrations of the other individual. She said something along the lines of, ""Oh come on, you can do better than that."". And I would have left it at that, a gesture, a meaningless phrase, if it hadn't been reiterated again. Thanks, guys, even if you're all simply conspiring to find that exact thing to say at exactly the right time - even if they're all naught but gestures - you still managed to make me feel better. Good enough that I'm not sitting on my bed brooding and miserable. Thanks, again.  Oh, and I got an iPod. Well come on, this  is  the Main Line, and in many ways (or  every  way?) , I  am  the antithesis to NASCAR-hunter-NRA-patriot-boy over there, but I'm damned proud of that. If I ever end up like that moron, someone shoot me. You can use the shotgun I'll have tucked away in my nightstand or whatever and load it with my special NASCAR-branded shells I had been saving for killing that big-ass male deer (I'm sure there's a more proper term for those, something I'll know if I ever do become a hick). Shoot at the hippocampus area, preferably. It's really fucking hard to miss if you're aiming pretty dead-center. Much thanks.  Done venting and gloating and venting and gloating.",43
"Professor Florida said that so far the greatest cities of East Asia were falling short of these criteria. ""It is important to have the institutions, but you also need vibrant street culture and an open culture, not only openness toward ethnic diversity, but also diversity in sexual orientation and freedom of expression,"" he said. ""Asia certainly needs a city like this, and Shanghai could be the one. Certainly the city that figures it out first will have some tremendous advantages."" - The New York Times  A rare post from Governor's School, considering the severe lack of free time. Things are going so-so. Call me: (484) 716-0913.",43
